times 	 signal 	 freqs 	 dft
423.0000000000	-1.6115185322	0.0097916667	7.8784086113
424.0000000000	-1.5975185322	0.0098148148	6.9456104769
425.0000000000	-1.6055185322	0.0098379630	5.3736996200
426.0000000000	-1.6195185322	0.0098611111	6.5288379888
427.0000000000	-1.6195185322	0.0098842593	8.9551580747
428.0000000000	-1.5985185322	0.0099074074	6.2283479313
429.0000000000	-1.5855185322	0.0099305556	4.6621747125
430.0000000000	-1.5985185322	0.0099537037	3.3125202492
431.0000000000	-1.6095185322	0.0099768519	4.2905986838
432.0000000000	-1.6135185322	0.0100000000	7.4221744070
433.0000000000	-1.6035185322	0.0100231481	7.8659532018
434.0000000000	-1.5955185322	0.0100462963	16.1286932256
435.0000000000	-1.5945185322	0.0100694444	19.4955706852
436.0000000000	-1.6265185322	0.0100925926	28.3657510250
437.0000000000	-1.6175185322	0.0101157407	27.1101285795
438.0000000000	-1.6135185322	0.0101388889	23.7785298163
439.0000000000	-1.6045185322	0.0101620370	17.7526822237
440.0000000000	-1.5845185322	0.0101851852	27.8446315249
441.0000000000	-1.6015185322	0.0102083333	8.9830516995
442.0000000000	-1.6085185322	0.0102314815	11.8822557998
443.0000000000	-1.6155185322	0.0102546296	1.4188783093
444.0000000000	-1.6005185322	0.0102777778	5.3598416074
445.0000000000	-1.5845185322	0.0103009259	5.5685302115
446.0000000000	-1.5895185322	0.0103240741	2.9067607921
447.0000000000	-1.6025185322	0.0103472222	6.0190789618
448.0000000000	-1.6015185322	0.0103703704	3.6914067044
449.0000000000	-1.5915185322	0.0103935185	8.2307364208
450.0000000000	-1.5785185322	0.0104166667	3.8994640260
451.0000000000	-1.5765185322	0.0104398148	10.4688955109
452.0000000000	-1.5805185322	0.0104629630	3.3255024179
453.0000000000	-1.5805185322	0.0104861111	5.4059049617
454.0000000000	-1.5835185322	0.0105092593	7.0247800977
455.0000000000	-1.5595185322	0.0105324074	2.8869090989
456.0000000000	-1.5535185322	0.0105555556	4.1420531096
457.0000000000	-1.5565185322	0.0105787037	2.3782021557
458.0000000000	-1.5505185322	0.0106018519	1.3646450729
459.0000000000	-1.5405185322	0.0106250000	10.2371801156
460.0000000000	-1.5365185322	0.0106481481	3.9532512236
461.0000000000	-1.5185185322	0.0106712963	7.7912175652
462.0000000000	-1.4985185322	0.0106944444	8.9246399619
463.0000000000	-1.5185185322	0.0107175926	7.5895646705
464.0000000000	-1.5225185322	0.0107407407	14.0274700211
465.0000000000	-1.5095185322	0.0107638889	11.3933421932
466.0000000000	-1.5085185322	0.0107870370	20.8062173655
467.0000000000	-1.4975185322	0.0108101852	10.9755520338
468.0000000000	-1.4885185322	0.0108333333	11.5321227971
469.0000000000	-1.4915185322	0.0108564815	13.0443153423
470.0000000000	-1.4635185322	0.0108796296	10.8108552139
471.0000000000	-1.4655185322	0.0109027778	6.9580241923
472.0000000000	-1.4545185322	0.0109259259	5.4457561957
473.0000000000	-1.4525185322	0.0109490741	4.3177451516
474.0000000000	-1.4545185322	0.0109722222	7.2720101170
475.0000000000	-1.4455185322	0.0109953704	7.6144863275
476.0000000000	-1.4495185322	0.0110185185	3.6439765823
477.0000000000	-1.4375185322	0.0110416667	7.9300017720
478.0000000000	-1.4435185322	0.0110648148	0.8838045911
479.0000000000	-1.4355185322	0.0110879630	4.5009725655
480.0000000000	-1.4225185322	0.0111111111	3.8010491996
481.0000000000	-1.4275185322	0.0111342593	11.6494982815
482.0000000000	-1.4265185322	0.0111574074	1.4999181863
483.0000000000	-1.4055185322	0.0111805556	5.2733326425
484.0000000000	-1.4005185322	0.0112037037	4.1462864745
485.0000000000	-1.3985185322	0.0112268519	2.1957308232
