times 	 signal 	 freqs 	 dft
323.0000000000	0.0892253273	0.0074768519	2.6102710951
324.0000000000	0.0842253273	0.0075000000	0.7156052649
325.0000000000	0.0722253273	0.0075231481	5.6814512249
326.0000000000	0.0552253273	0.0075462963	1.5024279468
327.0000000000	0.0452253273	0.0075694444	1.5326267261
328.0000000000	0.0402253273	0.0075925926	3.2733660919
329.0000000000	0.0432253273	0.0076157407	5.5268086956
330.0000000000	0.0612253273	0.0076388889	5.2048077366
331.0000000000	0.0772253273	0.0076620370	2.5088974673
332.0000000000	0.0912253273	0.0076851852	3.9871197193
333.0000000000	0.0912253273	0.0077083333	5.5838750790
334.0000000000	0.0762253273	0.0077314815	3.3657972432
335.0000000000	0.0462253273	0.0077546296	1.8114620973
336.0000000000	0.0132253273	0.0077777778	4.5512505796
337.0000000000	-0.0047746727	0.0078009259	5.7380132336
338.0000000000	-0.0007746727	0.0078240741	2.9459620651
339.0000000000	0.0172253273	0.0078472222	1.5888886176
340.0000000000	0.0402253273	0.0078703704	3.0785133516
341.0000000000	0.0682253273	0.0078935185	3.5800085358
342.0000000000	0.0802253273	0.0079166667	8.1878757665
343.0000000000	0.0742253273	0.0079398148	6.1720000691
344.0000000000	0.0572253273	0.0079629630	3.9198919279
345.0000000000	0.0402253273	0.0079861111	5.2820742472
346.0000000000	0.0242253273	0.0080092593	5.5674595342
347.0000000000	0.0222253273	0.0080324074	6.9564031112
348.0000000000	0.0292253273	0.0080555556	3.3117101995
349.0000000000	0.0422253273	0.0080787037	3.2804936677
350.0000000000	0.0532253273	0.0081018519	4.8915116760
351.0000000000	0.0582253273	0.0081250000	3.0200808345
352.0000000000	0.0582253273	0.0081481481	4.6445530146
353.0000000000	0.0492253273	0.0081712963	4.6378246859
354.0000000000	0.0402253273	0.0081944444	5.6930157662
355.0000000000	0.0262253273	0.0082175926	3.0715540442
356.0000000000	0.0182253273	0.0082407407	1.8556575404
357.0000000000	0.0172253273	0.0082638889	3.5858609022
358.0000000000	0.0202253273	0.0082870370	10.0999029309
359.0000000000	0.0262253273	0.0083101852	4.7480603107
360.0000000000	0.0372253273	0.0083333333	2.2500613718
361.0000000000	0.0472253273	0.0083564815	2.9339962330
362.0000000000	0.0552253273	0.0083796296	1.1427364461
363.0000000000	0.0592253273	0.0084027778	4.7837631027
364.0000000000	0.0512253273	0.0084259259	9.3241476553
365.0000000000	0.0362253273	0.0084490741	9.1358131015
366.0000000000	0.0152253273	0.0084722222	6.0770621652
367.0000000000	0.0052253273	0.0084953704	3.8328893328
368.0000000000	0.0002253273	0.0085185185	2.9623340413
369.0000000000	0.0102253273	0.0085416667	3.4484962249
370.0000000000	0.0262253273	0.0085648148	9.5188034466
371.0000000000	0.0422253273	0.0085879630	1.9077614818
372.0000000000	0.0452253273	0.0086111111	6.4356481786
373.0000000000	0.0482253273	0.0086342593	2.8841976885
374.0000000000	0.0382253273	0.0086574074	3.9957719151
375.0000000000	0.0202253273	0.0086805556	4.7549500868
376.0000000000	0.0042253273	0.0087037037	1.6340349485
377.0000000000	-0.0047746727	0.0087268519	2.4773227077
378.0000000000	-0.0147746727	0.0087500000	5.0939128962
379.0000000000	-0.0137746727	0.0087731481	1.2967012418
380.0000000000	-0.0027746727	0.0087962963	0.3718754042
381.0000000000	0.0122253273	0.0088194444	5.4878388382
382.0000000000	0.0242253273	0.0088425926	6.6309677652
383.0000000000	0.0372253273	0.0088657407	8.9754949519
384.0000000000	0.0382253273	0.0088888889	1.5810278566
385.0000000000	0.0292253273	0.0089120370	6.5592271998
386.0000000000	0.0092253273	0.0089351852	9.5227873537
387.0000000000	-0.0067746727	0.0089583333	3.3153309525
388.0000000000	-0.0247746727	0.0089814815	5.7331870903
389.0000000000	-0.0287746727	0.0090046296	5.1644537352
390.0000000000	-0.0207746727	0.0090277778	3.3875478457
391.0000000000	-0.0067746727	0.0090509259	2.9783086055
392.0000000000	0.0122253273	0.0090740741	2.9232885383
393.0000000000	0.0242253273	0.0090972222	1.0977996980
